"","Beginning\
Workforce\
(%)","Hiring\
Rates\
(%)","Leaving\
Rates\
(%)","Switching\
Rates\
(%)","Remained\
After One Yr\
(%)","Remained\
After Two Yrs\
(%)","Remained\
After Three Yrs\
(%)","Remained\
After Four Yrs\
(%)"
"2011",100,,10.7102353274738,0.552877799829884,88.7368868726963,78.4165012758718,71.3708534165013,64.9773178338531
"2012",100,11.5068493150685,11.5208991921321,2.2550052687039,86.224095539164,77.3586231120478,69.9402880224798,
"2013",100,12.0767888307155,12.1256544502618,0.495636998254799,87.3787085514834,77.738219895288,,
"2014",100,10.5139688632971,11.4594440890026,1.21561100447857,87.3249449065188,,,
"2015",100,10.7808022922636,,,,,,
